title_zh,title_en,release_year,listed_in_zh_en,description,rating,duration_min,genre_list
阿尔法和欧米茄：锯齿洞穴传奇,Alpha and Omega: The Legend of the Saw Tooth Cave,2014,Children & Family Movies,當一隻名叫Runt的幼狼偷偷前往探索一個神秘的洞穴時，他遇見並和一隻被驅逐出群體的盲狼成為朋友。,TV-Y7,45.0,['Children & Family Movies']
字母積木,Alphablocks,2014,Kids' TV,字母們在Alphaland中變得生動起來，當他們讀、寫和拼字時，便進入了一個充滿了有趣的音韻世界。,TV-Y,5.0,"[""Kids' TV""]"
阿法狗,AlphaGo,2017,紀錄片 (Documentary),表面上看起來簡單，但實際上極為複雜，圍棋成了人類與人工智慧之間戰鬥的背景。,TV-G,90.0,['Documentaries']
永遠的伴娘,Always a Bridesmaid,2019,"喜劇片 (Comedy), 愛情片 (Romance)",一位從未結婚，但總是出席婚禮的副本編輯終於踏入約會的池塘，但她不知道自己的愛情故事是否包含永遠單身的可能。,TV-14,98.0,"['Comedies', 'Romantic Movies']"
阿瑪、阿克巴和托尼,Amar Akbar & Tony,2015,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",三個童年好友之間的兄弟般的情誼受到成年後常常荒謬可笑的考驗，他們分別是信奉錫克教、伊斯蘭教和天主教的教徒。,TV-MA,92.0,"['Comedies', 'Dramas', 'International Movies']"
阿瑪、艾克巴、安東尼,Amar Akbar Anthony,1977,"動作片 (Action), Classic Movies, 喜劇片 (Comedy)",在公園被父親遺棄後，阿瑪、阿克巴和安東尼獨立長大，互相不知道彼此的存在。當他們成年後在同一家醫院偶然捐血時，他們因此重聚。,TV-14,172.0,"['Action & Adventure', 'Classic Movies', 'Comedies']"
阿瑪的手,Amar's Hands,2011,"劇情片 (Drama), International Movies",為了實現丈夫建造家園的夢想，一位寡婦送她的五個孩子到開羅賺錢，他們的貧困在各個方面都考驗著他們。,TV-14,125.0,"['Dramas', 'International Movies']"
美國秘密檔案,America's Book of Secrets,2014,訪談式紀錄劇集 (Docuseries),這個引人入勝的紀錄片系列分享了眾所周知的機構，如五角大樓、西點軍校和花花公子大廈的驚人背後故事。,TV-14,1.0,['Docuseries']
美國無政府主義者,American Anarchist,2016,紀錄片 (Documentary),這部紀錄片介紹了威廉·鮑威爾，他在1970年代初期寫下了《無政府主義者食譜》，並在晚年懊悔自己的行為。,TV-MA,81.0,['Documentaries']
美國刺客,American Assassin,2017,動作片 (Action),大學畢業生米奇·拉普在恐怖襲擊中遭受悲劇性損失後，對報復的執著引起了中央情報局的興趣。,R,112.0,['Action & Adventure']
美國心醉,American Beauty,1999,劇情片 (Drama),在努力忍受他神經緊張的妻子、不滿足的工作和脾氣乖戾的青少年的同時，一個男人開始著迷於他女兒的一個朋友。,R,122.0,['Dramas']
美國的包皮割禮,American Circumcision,2017,紀錄片 (Documentary),本影集邀請了兩派專家進行訪談，質疑美國常見的非宗教嬰兒割禮做法。,TV-14,101.0,['Documentaries']
美國罪案,American Crime,2017,"懸疑片 (Suspense), 劇情片 (Drama)",這部影集是一個多元故事的系列，每個季度都有不同的故事情節，劇情聚焦在美國生活和刑事司法系統的各個方面。,TV-MA,3.0,"['Crime TV Shows', 'TV Dramas']"
美國經驗：魯比嶺,American Experience: Ruby Ridge,2017,紀錄片 (Documentary),在愛達荷州，一次對白人至上主義者的失敗逮捕行動導致了一場槍戰、一次對峙，以及三人死亡，引起了1992年公眾舆論的激烈反應。,TV-MA,53.0,['Documentaries']
美國經驗：馬戲團,American Experience: The Circus,2018,訪談式紀錄劇集 (Docuseries),一部關於美國馬戲團的探討，從單一圓環表演逐漸演變成文化盛事，最終走向式微的故事。,TV-PG,1.0,['Docuseries']
美國經驗：島嶼謀殺案,American Experience: The Island Murder,2018,紀錄片 (Documentary),1931年，一位年輕的海軍夫人聲稱遭到一群非白人島民強奸後，在夏威夷引起了種族分裂。,TV-14,53.0,['Documentaries']
美國上吊者,American Hangman,2019,驚悚片 (Thriller),一位法官被綁架並在社交媒體上直播，一名報復心切的孤獨者將他審判，指控他送一名無辜男子赴死。,TV-MA,99.0,['Thrillers']
美國劫案,American Heist,2014,"動作片 (Action), 劇情片 (Drama)",一位剛在重新站穩腳跟的前囚犯，當他的哥哥出獄並拉著他參與最後一次的地下世界搶劫。,R,95.0,"['Action & Adventure', 'Dramas']"
美國X檔案,American History X,1998,劇情片 (Drama),一名新納粹因謀殺入獄，出獄後成為一個改變的人。但他能阻止他的弟弟走上他的老路嗎？,R,119.0,['Dramas']
美國甜心,American Honey,2016,"劇情片 (Drama), Independent Movies",一位十幾歲的女孩離開她在俄克拉荷馬州平淡的生活，加入了一群狂歡的旅遊雜誌推銷員，展開了一段充滿酒精、毒品和性的公路旅行。,R,163.0,"['Dramas', 'Independent Movies']"
美國大師：泰德·威廉斯,American Masters: Ted Williams,2018,"紀錄片 (Documentary), Sports Movies",美國棒球傳奇泰德·威廉斯努力成為有史以來最偉大的打者，他與家人、隊友、媒體甚至球迷作鬥爭。,TV-MA,55.0,"['Documentaries', 'Sports Movies']"
美國奧德賽,American Odyssey,2015,"劇情片 (Drama), 驚悚片 (Thriller)",一名精英士兵、一位企業律師和一位政治活動家揭露了一個致命的陰謀，將恐怖分子與一家強大的美國公司聯繫在一起。,TV-14,1.0,"['TV Dramas', 'TV Thrillers']"
美國殺人魔,American Psycho,2000,"喜劇片 (Comedy), Cult Movies, 劇情片 (Drama)",以鋼琴一般俊俏外表掩蓋其瘋狂，一位商人對雅皮追求感到病態自豪，並沉溺於突如其來的殺人衝動。,R,102.0,"['Comedies', 'Cult Movies', 'Dramas']"
美國戰士,American Warfighter,2019,劇情片 (Drama),一名海豹突击队队员受战时记忆的困扰，试图在家中重建自己的生活，即使最后的任务威胁到一切。,TV-MA,106.0,['Dramas']
艾米,Amy,2015,"紀錄片 (Documentary), International Movies, 音樂歌舞片 (Musical)",珍貴的家庭影片和艾美·懷恩豪斯內部圈子的訪談，呈現了她從有魅力的少女到麻煩明星的旅程。,R,128.0,"['Documentaries', 'International Movies', 'Music & Musicals']"
馬德拉斯的美國人,An American in Madras,2013,"紀錄片 (Documentary), International Movies",大量的電影片段和訪談向觀眾講述了美國電影製片人艾利斯·R·杜根的故事，他在印度待了15年，並幫助定義了泰米爾電影。,TV-PG,80.0,"['Documentaries', 'International Movies']"
美國鼠寶記,An American Tail,1986,Children & Family Movies,費貝爾，一隻年輕的俄羅斯老鼠，移民到美國，必須在這個陌生而有時危險的新世界中找到自己的路。,G,80.0,['Children & Family Movies']
美國鼠寶: 費貝爾西行記,An American Tail: Fievel Goes West,1991,Children & Family Movies,費菲和他的家人向西部前進，結果變成一場驚險刺激的冒險。在牛仔國度的深處，這個勇敢的老鼠要面對一隻惡毒的貓。,G,75.0,['Children & Family Movies']
小老鼠菲莉普：夜魔神秘之謎,An American Tail: The Mystery of the Night Monster,1999,Children & Family Movies,當一隻怪獸在紐約搶走老鼠時，費貝爾和他的朋友幫助一名記者解開這個神秘事件的底蘊。,G,75.0,['Children & Family Movies']
美國鼠寶劍：曼哈頓島的寶藏,An American Tail: The Treasures of Manhattan Island,2000,Children & Family Movies,當費維爾和朋友們去探尋舊地鐵隧道底下的藏寶時，他們意外地發現了一些令人驚訝的事情。,G,79.0,['Children & Family Movies']
一個半小時,An Hour and a Half,2012,"劇情片 (Drama), International Movies",這部劇根據2002年艾拉亞特火車事故改編，故事從爆炸前90分鐘開始，追蹤了三等車廂乘客的生活。,TV-14,87.0,"['Dramas', 'International Movies']"
一個無辜的錯誤,An Innocent Mistake,2012,"國際影集 (International TV), 愛情片 (Romance), 劇情片 (Drama)",在三位母親的撫養下，一個自信的青少年遇到了她從未擁有的父親形象。但她也可能會造成這個男人和他的兒子之間的裂痕。,TV-14,1.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
與神的面談,An Interview with God,2018,"劇情片 (Drama), Faith & Spirituality",在一個戰區任務後，一名試圖重整生活的記者獲得了與自稱是上帝的人的專訪。,TV-PG,97.0,"['Dramas', 'Faith & Spirituality']"
上埃及人,An Upper Egyptian,2014,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",渴望安定下來的阿都拉正在尋找合適的女人結婚，但他真正渴望的人也許並不抱有同樣的想法。,TV-MA,85.0,"['Comedies', 'Dramas', 'International Movies']"
阿拉哈的安納卡里,Anarkali of Aarah,2017,"劇情片 (Drama), Independent Movies, International Movies",在一個公開活動上，一名村莊舞者被一名酒醉政客性騷擾，她計劃報復以洗脫冤名。,TV-MA,111.0,"['Dramas', 'Independent Movies', 'International Movies']"
錨與希望,Anchor and Hope,2017,"喜劇片 (Comedy), 劇情片 (Drama), LGBTQ Movies",凱特和伊娃的幸福浪漫關係因為伊娃決定要孩子而出現了問題。拜訪的朋友羅傑可能會幫助他們完成家庭。,TV-MA,113.0,"['Comedies', 'Dramas', 'LGBTQ Movies']"
古代外星人,Ancient Aliens,2018,"訪談式紀錄劇集 (Docuseries), Science & Nature TV",古代人類真的是文明史上一些重要技術進步的幕後推手嗎，還是他們得到外星人的幫助？,TV-14,1.0,"['Docuseries', 'Science & Nature TV']"
麻醉,Anesthesia,2015,"劇情片 (Drama), Independent Movies",一位知名教授在紐約街頭遭受襲擊後，一連串交錯事件如何導致這場改變生活的攻擊的故事逐漸展開。,R,90.0,"['Dramas', 'Independent Movies']"
天使的眼睛,Angel Eyes,2001,"劇情片 (Drama), 愛情片 (Romance)",一名粗暴的襲擊讓她無力抵抗，一位精明的芝加哥警察得到一個鬧鬼的孤獨者的幫助，後者正努力克服自己的創傷。,R,103.0,"['Dramas', 'Romantic Movies']"
憤怒管理,Anger Management,2003,喜劇片 (Comedy),一位溫和的商人被迫接受憤怒管理諮詢後，他的治療師搬進了他家，但原來治療師自己也有憤怒問題。,PG-13,105.0,['Comedies']
印度女神的憤怒,Angry Indian Goddesses,2015,"劇情片 (Drama), Independent Movies, International Movies",一名攝影師邀請一群親密的女性朋友到她在果亞的家中宣布她的婚約，這激起了她們所有人的情感風暴。,TV-MA,104.0,"['Dramas', 'Independent Movies', 'International Movies']"
神秘村落: 鄉村傳說,Anjaan: Rural Myths,2018,"國際影集 (International TV), 恐怖片 (Horror), 驚悚片 (Thriller)",印度各地的村莊、叢林和鬧鬼建築中，展開了令人毛骨悚然的邪惡靈魂故事。,TV-14,1.0,"['International TV Shows', 'TV Horror', 'TV Thrillers']"
神秘特案組,Anjaan: Special Crimes Unit,2018,"國際影集 (International TV), 恐怖片 (Horror), TV Mysteries",這些案件超自然；警察是人類。警察Aditi和Vikrant必須一起解決來自超自然領域的神秘事件。,TV-14,1.0,"['International TV Shows', 'TV Horror', 'TV Mysteries']"
安庫爾·阿羅拉謀殺案,Ankur Arora Murder Case,2013,"劇情片 (Drama), International Movies, 驚悚片 (Thriller)",一名年輕的醫學實習生在他崇拜的外科醫生的疏忽導致悲劇後，決心去爭取正義。,TV-14,127.0,"['Dramas', 'International Movies', 'Thrillers']"
安娜貝爾·胡佩和南塔基特的鬼魂,Annabelle Hooper and the Ghosts of Nantucket,2016,Children & Family Movies,在風景如畫的南塔基特度假期間，一位靈巧的青少年神秘作家在試圖解開一個幽靈之謎的同時，必須應對兩名小偷。,TV-PG,92.0,['Children & Family Movies']
再一次永遠,Another Forever,2016,"劇情片 (Drama), Independent Movies, International Movies",在摯愛逝世的悲痛籠罩下，一位傷心的女性決定突發奇想去拜訪朋友，並重新振作起來。,TV-PG,72.0,"['Dramas', 'Independent Movies', 'International Movies']"
蟻人與黃蜂女,Ant-Man and the Wasp,2018,"動作片 (Action), 喜劇片 (Comedy), 奇幻片 (Fantasy)",當史考特·朗（Ant-Man）被漢克·皮姆博士和霍普·范戴恩（The Wasp）徵召進行緊急救援任務時，各種大小的問題接踵而至。,PG-13,118.0,"['Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy']"
安塔：莎達的兒子,Antar: Son of Shadad,2017,"喜劇片 (Comedy), International Movies",得知自己是著名騎士的孫子後，一位年輕男子爆笑地與對手幫派搏鬥，爭取部落中最美麗女子的芳心。,TV-MA,110.0,"['Comedies', 'International Movies']"
宇宙守護者,Antariksha Ke Rakhwale,2018,Children & Family Movies,太空惡棍綁架了所有超級英雄！由比姆和他可靠的團隊來拯救其他人。,TV-Y7,65.0,['Children & Family Movies']
布迪安的世界：未知之旅,Anthony Bourdain: Parts Unknown,2018,訪談式紀錄劇集 (Docuseries),這部CNN原創系列讓廚師安東尼·波登前往世界各地的非凡地點，品嘗各種當地美食。,TV-PG,5.0,['Docuseries']
解藥,Antidote,2018,"動作片 (Action), 恐怖片 (Horror)",一位堅強的寶藏獵人保護一位人道主義醫生，她試圖治癒由神秘女巫引起的超自然疾病。,TV-MA,90.0,"['Action & Adventure', 'Horror Movies']"
安瓦,Anwar,2007,"劇情片 (Drama), Independent Movies, International Movies",在女孩意外死亡後，一名穆斯林青年在印度教寺廟尋求庇護，卻被誤認為敵人而被警方抓走。,TV-14,134.0,"['Dramas', 'Independent Movies', 'International Movies']"
忍者小學生,忍者ハットリくん,2012,"Anime Series, Kids' TV",來自伊賀山脈的服部幹藏，搬到小學生三葉健一和他家人的家中，磨練自己的忍者技能。,TV-Y7,2.0,"['Anime Series', ""Kids' TV""]"
阿帕契戰士,Apache Warrior,2017,紀錄片 (Documentary),解密的駕駛艙影像和真實的訪談揭露了美國戰鬥機飛行員在歷史上最大規模的一次戰鬥打擊中的真實故事。,TV-MA,89.0,['Documentaries']
極限：超級跑車的故事,APEX: The Story of the Hypercar,2016,紀錄片 (Documentary),一位有遠見的車廠推出了一款燃油效率高、性能卓越的超級跑車，進入了充斥著像法拉利和保時捷這樣的大品牌競爭對手的市場。,NR,86.0,['Documentaries']
阿波羅18号,Apollo 18,2011,"恐怖片 (Horror), 奇幻片 (Fantasy), 驚悚片 (Thriller)",這部科幻驚悚片暗示著，盡管官方聲明相反，阿波羅17號並不是NASA最後一次有人登上月球的任務。,PG-13,87.0,"['Horror Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
四月與異想世界,April and the Extraordinary World,2015,"動作片 (Action), 喜劇片 (Comedy), International Movies",在世界頂尖科學家消失之後，孤兒艾普莉爾私下進行家庭實驗，並捲入一個龐大的陰謀之中。,PG,107.0,"['Action & Adventure', 'Comedies', 'International Movies']"
亞拉姆，亞拉姆,"Aram, Aram",2015,"劇情片 (Drama), Independent Movies",新近成為孤兒的Aram離開貝魯特前往洛杉磯和祖父同住，但受到文化衝擊而無法適應，最後成為了一個亞美尼亞幫派的犧牲品。,TV-14,79.0,"['Dramas', 'Independent Movies']"
我們搬好了嗎？,Are We Done Yet?,2018,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",當當局逮捕他年幼的兒子時，一名計程車司機必須說服法院和瘋狂的媒體，他並不是他們尋找的罪犯。,TV-14,87.0,"['Comedies', 'Dramas', 'International Movies']"
同學會2,Arisan 2,2011,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",一群朋友在大自然中重聚度假，他們笑談著共同的歷史，並因為艱深的真相而增進了彼此的情誼。,TV-14,113.0,"['Comedies', 'Dramas', 'International Movies']"
阿瑟王,Arthur,2011,"喜劇片 (Comedy), 愛情片 (Romance)",羅素·布蘭德主演這部翻拍影集，飾演一個花花公子，必須決定是否為了浪漫放棄數百萬的遺產。,PG-13,110.0,"['Comedies', 'Romantic Movies']"
亞瑟的聖誕大冒險,Arthur Christmas,2011,"Children & Family Movies, 喜劇片 (Comedy)",在聖誕老人的超級秘密玩具製造設施裡，克勞斯先生委託他的兒子亞瑟執行一個超級重要的聖誕任務。,PG,98.0,"['Children & Family Movies', 'Comedies']"
天高地下,"As Above, So Below",2014,"恐怖片 (Horror), 驚悚片 (Thriller)",一位美麗的古墓探險者和她的團隊在巴黎地下墓室尋寶，卻意外陷入一個地獄般的地底世界。,R,93.0,"['Horror Movies', 'Thrillers']"
狂野生活,As Good as It Gets,1997,"喜劇片 (Comedy), 愛情片 (Romance)",一個受憤世嫉俗、強迫症作家的結構世界在被拉入一位壓力山大的單親媽媽和同志鄰居的生活中崩潰了。,PG-13,139.0,"['Comedies', 'Romantic Movies']"
同化,Assimilate,2019,"恐怖片 (Horror), 奇幻片 (Fantasy), 驚悚片 (Thriller)",一群朋友正在製作一個關於他們家鄉的網絡影集，他們發現原來他們的鄰居開始表現得非常奇怪，這個小鎮並不像他們想像的那麼無聊。,TV-MA,94.0,"['Horror Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
阿修羅: 瘋狂之城,Asura: The City of Madness,2016,"動作片 (Action), 劇情片 (Drama), International Movies",被一位腐敗市長和一位決心揭露政治敗壞的檢察官夾在中間，一位警探必須決定站在誰那一邊。,NR,133.0,"['Action & Adventure', 'Dramas', 'International Movies']"
不惜一切代價,At All Costs,2016,"紀錄片 (Documentary), Sports Movies",這部揭露性的紀錄片探討了業餘運動聯盟籃球的高風險世界如何使美國的青年運動職業化。,TV-MA,81.0,"['Documentaries', 'Sports Movies']"
初曙,At First Light,2018,"劇情片 (Drama), 奇幻片 (Fantasy)",在神秘的光線賦予她非凡的力量後，一名十幾歲的少女與一位暗戀她的朋友一起逃離當局的追捕。,TV-14,91.0,"['Dramas', 'Sci-Fi & Fantasy']"
自動提款機,ATM,2012,"喜劇片 (Comedy), International Movies, 愛情片 (Romance)",當一台壞掉的自動櫃員機吐出一筆財富時，一對在銀行工作的夫妻爭奪誰能找回最多現金 - 而輸家必須找到新工作。,TV-14,122.0,"['Comedies', 'International Movies', 'Romantic Movies']"
超能波特,Atomic Puppet,2016,"懸疑片 (Suspense), Kids' TV, 喜劇片 (Comedy)",《原子隊長》 - 曾經是一個超級英雄，現在卻變成了一只襪子玩偶 - 只能在新搭檔兼最大粉絲喬伊的幫助下啟動他的超能力。,TV-Y7,1.0,"['Crime TV Shows', ""Kids' TV"", 'TV Comedies']"
攻擊魔鬼：哈羅德·埃文斯與最後的納粹戰爭罪行,Attacking the Devil: Harold Evans and the Last Nazi War Crime,2014,"紀錄片 (Documentary), International Movies",堅毅的報社總編哈羅德·埃文斯不斷地努力揭露有關一種危險藥物的真相，並為其受害者獲得賠償。,TV-14,102.0,"['Documentaries', 'International Movies']"
態度測試,Attitude Test,2016,"喜劇片 (Comedy), Independent Movies, International Movies","四名高中畢業生偷了一份重要的大學入學考試，然後去渡假""準備考試""，但在狂歡中不小心弄丟了考試。",TV-14,88.0,"['Comedies', 'Independent Movies', 'International Movies']"
奧斯威辛：種族滅絕的藍圖,Auschwitz: Blueprints of Genocide,1994,紀錄片 (Documentary),新公開的KGB文件揭露了證據，證明建築師和工程師與納粹共謀建造一個設計用於種族滅絕的集中營。,TV-PG,49.0,['Documentaries']
澳洲黃金獵人,Aussie Gold Hunters,2016,"訪談式紀錄劇集 (Docuseries), 國際影集 (International TV), 實境秀 (Reality TV)",三支黃金獵人隊在澳大利亞內陸面對各種挑戰，追逐他們的夢想。,TV-MA,1.0,"['Docuseries', 'International TV Shows', 'Reality TV']"
自動人形,Automata,2014,"International Movies, 奇幻片 (Fantasy), 驚悚片 (Thriller)",在一個反烏托邦的未來，一位科技公司的保險理賠人員調查一個因違反協議而被殺的機器人，並發現了一個全球陰謀。,R,110.0,"['International Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
復仇者聯盟：無限之战,Avengers: Infinity War,2018,"動作片 (Action), 奇幻片 (Fantasy)","超級英雄匯聚一堂，阻止銀河系的反社會分子""復仇者"" Thanos 獲得全部的無限寶石，並消滅宇宙中一半的生命。",PG-13,150.0,"['Action & Adventure', 'Sci-Fi & Fantasy']"
艾維奇：真實故事,Avicii: True Stories,2017,"紀錄片 (Documentary), International Movies, 音樂歌舞片 (Musical)","跟隨瑞典少年蒂姆·柏靈（藝名 Avicii）的急速崛起，從他成為"" Wake Me Up""、""You Make Me""等熱門歌曲幕後的創意推動力。",TV-MA,97.0,"['Documentaries', 'International Movies', 'Music & Musicals']"
艾茲哈爾,Azhar,2016,"劇情片 (Drama), International Movies, Sports Movies",這部傳記電影追溯了頂尖板球選手穆罕默德·阿茲哈魯丁的動蕩生涯，他在1990年代帶領印度國家隊。,TV-14,129.0,"['Dramas', 'International Movies', 'Sports Movies']"
巴士。通行证,B.A. Pass,2013,"劇情片 (Drama), Independent Movies, International Movies",被遺棄又無所適從的年輕穆凱許深陷已婚的莎莉卡的誘惑，她將他帶入了一個充滿性與背叛的世界。,TV-14,99.0,"['Dramas', 'Independent Movies', 'International Movies']"
爸爸與兒子,Babam ve Oğlum,2005,"劇情片 (Drama), International Movies",在1980年土耳其的血腥政變之後，一位鳥事的記者帶著兒子回到他的愛琴海家鄉，並帶著對他疏遠父親的最後願望。,TV-14,112.0,"['Dramas', 'International Movies']"
通天塔,Babel,2006,"劇情片 (Drama), Independent Movies",一對在摩洛哥度假的美國夫婦成為隨機暴力行為的受害者，隨後在四個國家展開了一連串的事件。,R,143.0,"['Dramas', 'Independent Movies']"
單身女孩,Bachelor Girls,2016,"紀錄片 (Documentary), International Movies",透過親密的訪談，本紀錄片探討了在現代孟買尋找住房的獨立女性所面臨的汙名化。,TV-MA,61.0,"['Documentaries', 'International Movies']"
來來回回,Back and Forth,2016,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",當他們開車前往聖保羅時，車子抛錨了，一個父親和兒子接受了四位美麗的電話行銷人員的搭車，她們正要去那裡度假。,NR,95.0,"['Comedies', 'Dramas', 'International Movies']"
荒野復仇,Backcountry,2014,"恐怖片 (Horror), Independent Movies, 驚悚片 (Thriller)",城市裡的亞歷克斯和詹恩週末去远足，卻在偏僻的地方迷路，遇到了一隻兇猛的熊，情況變得非常危險。,NR,92.0,"['Horror Movies', 'Independent Movies', 'Thrillers']"
逆襲,Backfire,2019,"劇情片 (Drama), Independent Movies, 驚悚片 (Thriller)",兩名意圖搶劫的人意外殺死了一名要人，他們發現自己被南費城意大利黑手黨追殺。,TV-MA,97.0,"['Dramas', 'Independent Movies', 'Thrillers']"
倒轉人生,Backtrack,2015,"劇情片 (Drama), 驚悚片 (Thriller)",受死者幻視的困擾，心理學家彼得回到家鄉面對一段久遠的創傷。但這趟旅程會驅魔還是讓鬼魂更加囂張？,R,90.0,"['Dramas', 'Thrillers']"
壞孩子,Bad Boys,1995,"動作片 (Action), 喜劇片 (Comedy)",在這部快節奏的動作片中，兩名邁阿密禁毒警察正在追捕一名偷走價值一億美元海洛因的大盜。,R,119.0,"['Action & Adventure', 'Comedies']"
壞小子Ⅱ,Bad Boys II,2003,"動作片 (Action), 喜劇片 (Comedy)",在這部極速動作續集中，一對邁阿密毒品特警調查一名古巴毒品大亨與佛羅里達激增的迷幻藥物Ecstasy之間的關聯。,R,147.0,"['Action & Adventure', 'Comedies']"
腐敗教育,Bad Education,2014,"英國影集 (British TV), 喜劇片 (Comedy)",在時尚的艾比格羅夫學校教歷史的艾爾菲·威克斯真是舉世無雙：他是學校，甚至可能是英格蘭，最糟糕的教育工作者。,TV-MA,3.0,"['British TV Shows', 'TV Comedies']"
惡劣配對,Bad Match,2017,驚悚片 (Thriller),一位利用網路來促進他的拈花惹草方式的玩家，當他拒絕一位堅持不肯接受拒絕的女性時，便受到困擾。,TV-MA,83.0,['Thrillers']
不良說唱,Bad Rap,2016,"紀錄片 (Documentary), 音樂歌舞片 (Musical)",四位年輕的亞裔美國饒舌歌手努力以他們自己的方式在音樂領域取得成功，而這個音樂領域通常將他們視為局外人。,TV-MA,83.0,"['Documentaries', 'Music & Musicals']"
變幻的關係故事,Badalte Rishton Ki Dastaan,2013,"國際影集 (International TV), 劇情片 (Drama)",一名男子被殺害後，他的妻子和情婦，兩人都懷有他的孩子，都受到他殘忍、獨裁的父親的控制。,TV-14,1.0,"['International TV Shows', 'TV Dramas']"
不好的伙伴,Badha,2006,"劇情片 (Drama), International Movies",一名年輕女子被懷疑從事黑魔法和巫術，遭到妖魔化並被迫與家人分開生活。,TV-14,91.0,"['Dramas', 'International Movies']"
壞地方,Badland,2019,劇情片 (Drama),一名具有殺戮許可的偵探在舊西部遊蕩，追捕南軍戰犯，並遇見了一位拓荒女性，打亂了他的旅程。,TV-14,117.0,['Dramas']
暴力都市,Bala Loca,2016,"國際影集 (International TV), Spanish-Language TV Shows, 劇情片 (Drama)",一名資深記者正在創辦一個有關智利腐敗的新聞網站，當一位調查記者可疑死亡時，他偶然發現一個重大新聞故事。,TV-MA,1.0,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']"
巴爾托,Balto,1995,"Children & Family Movies, 劇情片 (Drama)",巴爾托是一隻一半狼一半狗的混血，他在阿拉斯加的冬天裡引導著珍貴的藥物，忍受著人類的責罵。,G,78.0,"['Children & Family Movies', 'Dramas']"
白雪狼犬2：狼的使命,Balto 2: Wolf Quest,2001,Children & Family Movies,一半狗一半狼的巴爾托（由莫里斯·拉馬奇配音）和他的妻子自豪地把他們的小狗給人類領養，但當沒有人願意收養看起來太像狼的女兒艾留時，她決定離家出走，尋找自己在世界上的位置。,G,75.0,['Children & Family Movies']
楚楚可憐3：改變的翅膀,Balto 3: Wings of Change,2004,Children & Family Movies,一名飛行員挑戰巴爾托的兒子科迪和他的雪橇隊，看誰能更快地遞送信件，但當飛機消失時，狗隊奮力拯救。,G,78.0,['Children & Family Movies']
巴魯瑪希,Balu Mahi,2017,"International Movies, 愛情片 (Romance)",決心阻止前女友結婚的一個年輕男子意外闖入了一場錯誤的婚禮，並遇到了一位想逃跑的新娘。,TV-MA,149.0,"['International Movies', 'Romantic Movies']"
不要告訴我竹馬的故事,Bana Masal Anlatma,2015,"喜劇片 (Comedy), International Movies, 愛情片 (Romance)",小巴司機里扎是他親密社區中的穩定存在，直到他帶回一位夢幻般的美女，將一切都搞得一團亂。,TV-14,103.0,"['Comedies', 'International Movies', 'Romantic Movies']"
創可貼愈合樂團,Band Aid,2017,"喜劇片 (Comedy), 劇情片 (Drama), Independent Movies",一對年輕夫妻試著透過把他們的爭吵轉化成歌曲來挽救瀕臨崩潰的關係，並得到一個古怪鄰居的幫助。,R,94.0,"['Comedies', 'Dramas', 'Independent Movies']"
強盜小樂團,Band of Robbers,2015,"動作片 (Action), 喜劇片 (Comedy), Independent Movies",《湯姆索亞與哈克費恩》的現代版，湯姆索亞和哈克費恩找來一群不合群的朋友，一起尋找自童年時起就渴望找到的埋藏寶藏。,NR,95.0,"['Action & Adventure', 'Comedies', 'Independent Movies']"
請集2,Bang Rajan 2,2010,"動作片 (Action), International Movies",一小群兇猛的抵抗戰士展開了激烈的戰鬥，保護他們的村莊免受緬甸入侵軍的侵擾。,TV-MA,122.0,"['Action & Adventure', 'International Movies']"
曼谷單身派对,Bangkok Bachelors,2016,"國際影集 (International TV), 愛情片 (Romance), 喜劇片 (Comedy)",在城市裡過著自由單身漢生活的三個年輕男子，當他們遇見三位美麗的女性時，他們將面臨真愛的考驗。,TV-MA,1.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
曼谷地獄,Bangkok Hell,2002,"劇情片 (Drama), International Movies",當一個囚犯被提出交易去告密其他囚犯時，他面臨著一個棘手的困境：是為了自己的利益行事，還是幫助那些可能需要他的人。,TV-MA,107.0,"['Dramas', 'International Movies']"
曼谷愛情交通故事,Bangkok Traffic (Love) Story,2009,"喜劇片 (Comedy), International Movies, 愛情片 (Romance)",在與一名在城市地鐵夜班工作的工程師相遇後，一名30歲的女性奮力對抗一切，追求真愛。,TV-14,126.0,"['Comedies', 'International Movies', 'Romantic Movies']"
巴塞隆納之夢,Barça Dreams,2015,"紀錄片 (Documentary), International Movies, Sports Movies",探索世界上最受喜愛和成功的足球俱樂部之一――巴塞隆納足球俱樂部背後的歷史和哲學。,TV-MA,122.0,"['Documentaries', 'International Movies', 'Sports Movies']"
